Subject,No,Question,Option A,Option B,Option C,Option D,Correct Answer (Full Text)
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),Honorarium to Doctor is Revenue Exp:,TRUE,FALSE,Capital,Asset,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),Govt Bonds is an Investment (Asset):,TRUE,FALSE,Expense,Revenue Receipt,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),Special Subscription for Party to separate Fund:,TRUE,FALSE,I&E Credit,I&E Debit,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),Drugs consumed = 2k op + 10k pur - 3k cl = 9k:,TRUE,FALSE,12k,15k,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),"Assets 5L, Liab 1k. Cap Fund 4L:",TRUE,FALSE,6L,5L,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),"Deficit 20k, Cap Fund 1L. Cl. Fund 80k:",TRUE,FALSE,1.2L,1L,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),"NPO has Capital Fund, not Capital A/c:",TRUE,FALSE,Drawings,Loan,TRUE
BK,Chapter 2 : Accounts for Non Profit Organisation (NPO),R&P balance is Cash/Bank Balance:,TRUE,FALSE,Surplus,Net Profit,TRUE
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When a new partner is admitted into the partnership firm, the old partnership is:",Dissolved,Continued,Reconstituted,Liquidated,Reconstituted
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The ratio in which old partners surrender a part of their share in favour of a new partner is called:,New Ratio,Gaining Ratio,Sacrificing Ratio,Capital Ratio,Sacrificing Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,What is the formula for calculating the Sacrificing Ratio?,New Ratio - Old Ratio,Old Ratio - New Ratio,Old Ratio - Gaining Ratio,New Ratio - Gaining Ratio,Old Ratio - New Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The account opened to record the increase or decrease in the value of assets and liabilities at the time of admission is called:,Profit and Loss Account,Realisation Account,Profit and Loss Adjustment Account (Revaluation A/c),Capital Account,Profit and Loss Adjustment Account (Revaluation A/c)
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Profit and Loss Adjustment Account (Revaluation A/c) is a __________ account.,Personal,Real,Nominal,Bank,Nominal
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Increase in the value of an asset at the time of admission of a partner is credited to:,Revaluation Account,Asset Account,Old Partners' Capital Account,New Partner's Capital Account,Revaluation Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Decrease in the value of liabilities at the time of admission is a/an ________ for the firm.,Loss,Gain (Profit),Expense,Asset,Gain (Profit)
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Unrecorded liabilities brought into books of accounts are debited to:,Liabilities Account,Capital Account,Revaluation Account,Bank Account,Revaluation Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The profit or loss on Revaluation Account is transferred to the Capital Accounts of:,All partners (including new),Only the New Partner,Old Partners,None of the above,Old Partners
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The balance on Revaluation Account is shared by old partners in their:,New Profit Sharing Ratio,Old Profit Sharing Ratio,Sacrificing Ratio,Capital Ratio,Old Profit Sharing Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Goodwill brought in cash by a new partner is called __________ method of goodwill.,Valuation,Premium,Average Profit,Super Profit,Premium
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When a new partner brings his share of goodwill in cash, the amount is credited to:",Premium for Goodwill Account,Cash/Bank Account,New Partner's Capital Account,Revaluation Account,Premium for Goodwill Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The goodwill brought by a new partner is distributed among the old partners in their:,Old Ratio,New Ratio,Capital Ratio,Sacrificing Ratio,Sacrificing Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If goodwill brought by the new partner is withdrawn by old partners, the account debited is:",Cash/Bank Account,Old Partners' Capital/Current Account,Goodwill Account,Revaluation Account,Old Partners' Capital/Current Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"Under the Valuation Method, when goodwill is raised in the books, the account credited is:",Cash Account,Goodwill Account,Old Partners' Capital Account,New Partner's Capital Account,Old Partners' Capital Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Goodwill raised in the books is distributed among old partners in their:,Old Ratio,New Ratio,Sacrificing Ratio,Equal Ratio,Old Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If goodwill raised is to be written off, it is written off among all partners in their:",Old Ratio,Sacrificing Ratio,New Ratio,Capital Ratio,New Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Accumulated profits (like General Reserve) appearing in the old Balance Sheet are transferred to:,All Partners' Capital A/c,Old Partners' Capital A/c,Revaluation A/c,Cash A/c,Old Partners' Capital A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,General Reserve is distributed among old partners in their:,Sacrificing Ratio,New Ratio,Old Ratio,Equal Ratio,Old Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"Accumulated losses (e.g., Debit balance of P&L A/c) appearing in the Balance Sheet are:",Debited to Old Partners' Capital A/c,Credited to Old Partners' Capital A/c,Debited to Revaluation A/c,Credited to Revaluation A/c,Debited to Old Partners' Capital A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The formula to calculate New Profit Sharing Ratio is:,Old Ratio - Sacrificing Ratio,Old Ratio + Sacrificing Ratio,1 - Share of New Partner,Old Ratio / New Ratio,Old Ratio - Sacrificing Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If the new partner brings capital in the form of assets, the entry is:","Debit Cash A/c, Credit Capital A/c","Debit Assets A/c, Credit New Partner's Capital A/c","Debit Capital A/c, Credit Assets A/c","Debit Revaluation A/c, Credit Assets A/c","Debit Assets A/c, Credit New Partner's Capital A/c"
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Workmen Compensation Reserve is a/an:,Asset,Accumulated Profit / Reserve,Expense,External Liability,Accumulated Profit / Reserve
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,An unrecorded asset discovered at the time of admission is credited to:,Capital Account,Revaluation Account,Cash Account,Asset Account,Revaluation Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Provision for Doubtful Debts (RDD) created on Debtors results in:,Increase in Asset,Decrease in Asset (Loss),Increase in Liability,Increase in Capital,Decrease in Asset (Loss)
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When a new partner brings his share of goodwill in cash, the account debited is:",Premium for Goodwill A/c,Cash/Bank A/c,Capital A/c,Revaluation A/c,Cash/Bank A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The balance of General Reserve appearing in the Balance Sheet at the time of admission is transferred to:,Old Partners' Capital A/c,New Partner's Capital A/c,All Partners' Capital A/c,Revaluation A/c,Old Partners' Capital A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Employees' Provident Fund appearing in the Balance Sheet is:,Distributed among old partners,Transferred to Revaluation A/c,Shown as a liability in the new Balance Sheet,Distributed among all partners,Shown as a liability in the new Balance Sheet
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When the new partner brings cash for his capital, the entry is:",Cash A/c Dr. to Old Partners' Capital A/c,Cash A/c Dr. to Revaluation A/c,Cash A/c Dr. to New Partner's Capital A/c,New Partner's Capital A/c Dr. to Cash A/c,Cash A/c Dr. to New Partner's Capital A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If the value of machinery is appreciated by 10%, which account is credited?",Machinery A/c,Revaluation A/c,Old Partners' Capital A/c,Cash A/c,Revaluation A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If the value of building is depreciated, which account is debited?",Revaluation A/c,Building A/c,Old Partners' Capital A/c,Suspense A/c,Revaluation A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Outstanding expenses recorded at the time of admission will:,Increase Revaluation Profit,Decrease Revaluation Profit,Increase Asset value,None of the above,Decrease Revaluation Profit
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Prepaid insurance given in the adjustment at the time of admission is:,Debited to Revaluation A/c,Credited to Revaluation A/c,Debited to Capital A/c,Ignored,Credited to Revaluation A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The proportion in which old partners sacrifice their share is calculated as:,Old Ratio + New Ratio,New Ratio - Old Ratio,Old Ratio - New Ratio,Sacrificing Ratio - Old Ratio,Old Ratio - New Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"A partner brings ?50,000 as capital for 1/4th share. The total capital of the firm on the basis of his share will be:","?1,00,000","?1,50,000","?2,00,000","?50,000","?2,00,000"
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When old partners withdraw the goodwill brought by the new partner, the account credited is:",Old Partners' Capital A/c,Cash/Bank A/c,Revaluation A/c,Goodwill A/c,Cash/Bank A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Accumulated Losses are distributed in:,Sacrificing Ratio,New Ratio,Old Ratio,Gaining Ratio,Old Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Profit and Loss Account (Debit Balance) appearing in the Balance Sheet represents:,Undistributed Profit,Accumulated Loss,Reserve,Liability,Accumulated Loss
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Revaluation Account is also called:,Realisation Account,Profit and Loss Appropriation Account,Profit and Loss Adjustment Account,Capital Account,Profit and Loss Adjustment Account
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If a creditor agrees to accept a lesser amount, the difference is a ________ for the firm.",Loss,Gain,Expense,Liability,Gain
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,A provision for discount on creditors ________ the profit on revaluation.,Increases,Decreases,Does not affect,Nullifies,Increases
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Unrecorded investment brought into books is:,Debited to Revaluation A/c,Credited to Revaluation A/c,Debited to Capital A/c,Ignored,Credited to Revaluation A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The capital of the new partner is based on:,His goodwill,The old partners' capital,Agreement among the partners,Revaluation balance,Agreement among the partners
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"To write off goodwill raised in the books, the old and new partners' capital accounts are debited in their:",Old Ratio,Sacrificing Ratio,New Ratio,Capital Ratio,New Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When the new partner pays goodwill privately to the old partners, the entry passed in the books of the firm is:","Debit Cash, Credit Goodwill","Debit Goodwill, Credit Capital",No entry is passed,"Debit Capital, Credit Cash",No entry is passed
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Investment Fluctuation Reserve is a/an:,Free reserve,Specific reserve to meet loss in value of investments,Liability,Expense,Specific reserve to meet loss in value of investments
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If market value of investment is same as book value, Investment Fluctuation Reserve is transferred to:",Revaluation A/c,New Partner's Capital A/c,Old Partners' Capital A/c,Cash A/c,Old Partners' Capital A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Contingency Reserve is distributed among old partners in:,New Ratio,Old Ratio,Sacrificing Ratio,None of the above,Old Ratio
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Stock undervalued by 10% in the books. Bringing it to the correct value will be:,Debited to Revaluation A/c,Credited to Revaluation A/c,Deducted from Capital A/c,Ignored,Credited to Revaluation A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Building overvalued by 20% in the books. Bringing it to the correct value will be:,Debited to Revaluation A/c,Credited to Revaluation A/c,Added to Capital A/c,Ignored,Debited to Revaluation A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The balance of Partners' Capital Accounts after all adjustments represents:,Closing Capital to be shown in new Balance Sheet,Revaluation Profit,Goodwill,Deficit,Closing Capital to be shown in new Balance Sheet
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Which of the following is NOT an unrecorded asset?,Accrued Income,Prepaid Expense,Outstanding Expense,Unrecorded Investment,Outstanding Expense
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,A decrease in provision for doubtful debts results in:,Profit on Revaluation,Loss on Revaluation,Decrease in Capital,Increase in Liabilities,Profit on Revaluation
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If the new partner brings capital but NOT goodwill in cash, the method of goodwill adjustment is:",Premium Method,Valuation Method,Super Profit Method,Average Profit Method,Valuation Method
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Sacrificing ratio is used to distribute:,General Reserve,Revaluation Profit,Goodwill brought in cash by the new partner,Profit & Loss A/c balance,Goodwill brought in cash by the new partner
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"When total capital of the new firm is fixed, adjustments of old partners' capital are typically made through:",Revaluation A/c,Cash A/c or Current A/c,Profit & Loss A/c,Goodwill A/c,Cash A/c or Current A/c
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,A new partner may be admitted to the partnership:,Without the consent of old partners,With the consent of majority of old partners,With the consent of all existing partners,With the consent of the court,With the consent of all existing partners
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The admission of a partner requires amendment in the:,Cash Book,Partnership Deed,Trading Account,Articles of Association,Partnership Deed
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The right of a new partner is to share:,Future profits only,Future profits and assets of the firm,Past profits,Only assets,Future profits and assets of the firm
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Which standard of AS (Accounting Standard) deals with accounting for Intangible Assets like Goodwill?,AS 10,AS 26,AS 2,AS 3,AS 26
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,"If goodwill is evaluated at ?30,000 and new partner's share is 1/3, how much cash he should bring for goodwill?","?10,000","?30,000","?20,000","?15,000","?10,000"
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,New partner's capital is usually decided on the basis of:,His share of profit and total capital,Age of the partner,Liability of the firm,Cash balance,His share of profit and total capital
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,The share of the new partner is surrendered by:,New Partner,Creditors,Old Partners,Bank,Old Partners
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Any profit or loss on revaluation at the time of admission belongs to:,All Partners,Old Partners,New Partner,Debtors,Old Partners
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Balance sheet prepared after admission contains:,Old values of assets and liabilities,Revised values of assets and liabilities,Only new assets,Only old liabilities,Revised values of assets and liabilities
BK,Chapter 3 : Reconstitution of Partnership (Admission of Partner) ,Retained earnings are distributed in:,New Ratio,Gaining Ratio,Old Ratio,Equal Ratio,Old Ratio
